prompt,ref_model,target_model,ref_bytes,target_bytes,n_prompt,n_gen,kl_target,kl_target_p95,kl_target_p99,top1_target,kl_handoff,kl_handoff_p95,kl_handoff_p99,top1_handoff
14_go_large,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,8840,2048,0.006653,0.027731,0.079789,97.5,0.005423,0.021840,0.062197,97.7
15_cpp_medium,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,3958,2048,0.006893,0.031593,0.059189,96.7,0.005559,0.025365,0.052192,96.8
16_java_medium,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,2400,2048,0.008010,0.031673,0.066028,96.1,0.007060,0.027358,0.061081,96.2
17_rust_large,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,9803,2048,0.006976,0.033300,0.069122,96.7,0.005273,0.024817,0.050027,97.2
18_typescript_large,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,10613,2048,0.007987,0.034477,0.072158,97.2,0.005764,0.024812,0.051790,97.4
19_cpp_large,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,10737,2048,0.008302,0.035785,0.066200,96.5,0.006357,0.025402,0.053348,96.9
01_python_small,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,337,2048,0.001154,0.005553,0.011041,98.8,0.000996,0.004518,0.010353,98.9
02_rust_small,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,540,1802,0.001056,0.005353,0.011942,99.1,0.000851,0.004195,0.010098,98.9
03_go_small,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,396,2048,0.001159,0.005566,0.013592,98.7,0.000925,0.004889,0.010100,98.6
04_cpp_small,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,823,2048,0.001208,0.006415,0.014325,99.0,0.000948,0.005003,0.010976,99.3
05_js_small,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,555,2048,0.001479,0.006809,0.013771,98.4,0.001236,0.005547,0.012116,98.6
06_python2_small,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,582,2048,0.001138,0.005727,0.014119,99.1,0.000916,0.004818,0.010758,99.2
07_c_small,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,751,2048,0.001087,0.005369,0.013009,98.9,0.000939,0.004877,0.011079,99.0
08_java_small,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,840,1929,0.001276,0.005797,0.016774,98.9,0.001071,0.005199,0.013806,99.1
09_python_medium,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,2474,2048,0.001561,0.006881,0.012703,99.0,0.001294,0.005720,0.009997,99.1
10_go_medium,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,2135,2048,0.001613,0.006555,0.012918,98.3,0.001356,0.005275,0.010874,98.4
11_typescript_medium,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,2435,2048,0.001804,0.007030,0.015607,98.5,0.001366,0.005729,0.011536,98.7
12_rust_medium,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,2183,2048,0.001739,0.007299,0.014906,98.3,0.001339,0.005517,0.010369,98.6
13_python_large,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,8959,2048,0.001829,0.007634,0.015642,98.2,0.001363,0.005832,0.012006,98.2
14_go_large,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,8840,2048,0.001346,0.006156,0.014086,98.9,0.001054,0.004779,0.009335,99.1
15_cpp_medium,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,3958,2048,0.001680,0.008053,0.017747,98.3,0.001287,0.005596,0.012400,98.6
16_java_medium,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,2400,2048,0.001660,0.006597,0.013892,98.7,0.001355,0.005391,0.010252,98.5
17_rust_large,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,9803,2048,0.001444,0.006361,0.013027,98.3,0.001101,0.005116,0.009690,98.7
18_typescript_large,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,10613,2048,0.001605,0.007054,0.013778,98.5,0.001196,0.005710,0.011080,98.3
19_cpp_large,gemma4-e4b-ud-q8_k_xl,ud-q6_k_xl,8658661760,7457755520,10737,2048,0.001949,0.007876,0.018165,98.4,0.001429,0.005516,0.012821,98.4
