prompt,ref_model,target_model,ref_bytes,target_bytes,n_prompt,n_gen,kl_target,kl_target_p95,kl_target_p99,top1_target,kl_handoff,kl_handoff_p95,kl_handoff_p99,top1_handoff
13_python_large,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,7811,2048,0.011658,0.072392,0.177014,97.4,0.010016,0.059632,0.144844,97.6
14_go_large,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,7904,2048,0.010862,0.069835,0.184949,97.0,0.008635,0.051891,0.141587,97.3
15_cpp_medium,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,3630,2048,0.017957,0.087530,0.197588,95.9,0.014822,0.070294,0.159708,96.8
16_java_medium,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,2192,2048,0.015582,0.079161,0.192662,95.9,0.012755,0.067695,0.126128,96.8
17_rust_large,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,8811,2048,0.012682,0.074940,0.177184,96.8,0.008604,0.049915,0.118557,97.5
18_typescript_large,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,9740,2048,0.006064,0.040978,0.118777,98.9,0.005563,0.034438,0.114126,99.0
01_python_small,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,294,1152,0.007962,0.034817,0.070051,97.7,0.007013,0.032629,0.064716,98.0
02_rust_small,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,508,1312,0.005251,0.030235,0.069425,98.1,0.004118,0.023963,0.054058,98.3
03_go_small,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,331,2048,0.004869,0.027492,0.070330,98.4,0.003893,0.023063,0.055819,98.5
04_cpp_small,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,753,1327,0.008134,0.039138,0.093298,97.4,0.007122,0.034598,0.072979,97.4
05_js_small,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,500,2048,0.006269,0.032048,0.060968,97.8,0.005425,0.026914,0.056353,97.7
06_python2_small,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,508,2048,0.007154,0.035372,0.078914,96.8,0.005573,0.027488,0.058382,97.4
07_c_small,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,679,2048,0.005513,0.026795,0.063231,97.6,0.004624,0.022153,0.050400,97.6
08_java_small,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,756,2048,0.007690,0.038253,0.081713,97.2,0.006458,0.030458,0.080451,97.6
09_python_medium,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,2125,2048,0.003235,0.020504,0.053030,98.7,0.002314,0.014052,0.036338,98.7
10_go_medium,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,1864,2048,0.006227,0.029820,0.085526,97.7,0.004543,0.024410,0.062916,97.8
11_typescript_medium,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,2233,2048,0.007346,0.037979,0.077327,97.9,0.006257,0.032276,0.062610,98.0
12_rust_medium,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,2017,2048,0.004633,0.025546,0.063883,98.9,0.003649,0.021071,0.049926,98.9
13_python_large,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,7811,2048,0.005898,0.034625,0.093906,98.2,0.005120,0.029392,0.079694,98.3
14_go_large,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,7904,2048,0.004317,0.027916,0.061294,98.1,0.003490,0.021581,0.053597,98.5
15_cpp_medium,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,3630,2048,0.007683,0.038318,0.082489,97.0,0.005875,0.028570,0.064041,97.8
16_java_medium,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,2192,2048,0.007065,0.038559,0.070427,97.6,0.005613,0.028620,0.061880,97.9
17_rust_large,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,8811,2048,0.005741,0.035031,0.074999,97.8,0.003813,0.022008,0.051655,98.3
18_typescript_large,qwen3.5-2b-ud-q8_k_xl,ud-q5_k_xl,2834940160,1466687744,9740,2048,0.002484,0.018044,0.050072,99.5,0.001840,0.013181,0.034098,99.5
01_python_small,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,294,1152,0.001696,0.007438,0.015074,98.4,0.001537,0.007663,0.013458,98.4
02_rust_small,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,508,1312,0.000982,0.005665,0.011869,98.8,0.000840,0.004806,0.011109,98.9
03_go_small,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,331,2048,0.000854,0.004681,0.011810,99.0,0.000776,0.004187,0.010419,99.1
04_cpp_small,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,753,1327,0.001691,0.007349,0.019478,99.0,0.001479,0.006611,0.017619,99.1
05_js_small,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,500,2048,0.001360,0.006785,0.013947,98.4,0.001192,0.005883,0.012737,98.6
06_python2_small,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,508,2048,0.001444,0.007064,0.015988,98.6,0.001192,0.006030,0.012078,99.0
07_c_small,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,679,2048,0.001147,0.005948,0.012754,98.9,0.000963,0.004887,0.009998,99.1
